WKT;BARRI
MULTIPOLYGON (((2.17959075620998 41.4640551364097,2.18056855583052 41.4625939303357,2.17979653870165 41.4623216694709,2.18048462760369 41.4612739890105,2.17995235714031 41.4613116188573,2.17896963967052 41.460885548503,2.17887585392624 41.4605935067781,2.17632760693627 41.4589443161497,2.17610189352944 41.4590372197684,2.17413322606851 41.458470170333,2.17339328272832 41.4591438639902,2.17189499037824 41.459091370518,2.17150021133808 41.4589142327835,2.17083453702159 41.4590182484211,2.17083347157483 41.4591292479428,2.16682220464461 41.459078614178,2.16701399863904 41.4596351292097,2.16752453473925 41.4599312053,2.16724183090759 41.4604722690341,2.16732537442276 41.4606802511269,2.16826286834086 41.460697227382,2.16831816048748 41.4602848956102,2.17122351062333 41.4612134263649,2.17140507198628 41.4608219821157,2.17264618525323 41.4618688533774,2.17416933910727 41.462637221761,2.17435451826007 41.4629717166412,2.17435208485096 41.4634840127769,2.17487801244584 41.4636992802368,2.17491594890462 41.4638522168841,2.17573036811386 41.4637330349767,2.17625118986601 41.4639900628904,2.17912386015445 41.4645509952137,2.17959075620998 41.4640551364097)));55
MULTIPOLYGON (((2.1840650056674 41.4682975914466,2.18538198077083 41.4677950971889,2.18706050049082 41.4677168200947,2.18764133631579 41.4621195915646,2.18740092305373 41.4620819917512,2.18763646548807 41.4596439501084,2.18807146462098 41.458318005722,2.18879081517457 41.4573040864744,2.18752663518845 41.4565862470861,2.18667350189607 41.4573539968324,2.18219686428614 41.4605263737877,2.18136871194244 41.4614429687032,2.17997713262738 41.4635731017846,2.17912386015445 41.4645509952137,2.18071191108582 41.4649402611968,2.17984427935964 41.4655055702093,2.17893562179076 41.4665347306365,2.17860973665936 41.4674205236561,2.17869485153954 41.4681841842909,2.17941333650214 41.4675939994448,2.18069284582632 41.4676731554865,2.1840650056674 41.4682975914466)));56
MULTIPOLYGON (((2.18764133631579 41.4621195915646,2.18787317194711 41.4610790326613,2.18832849581895 41.4600450169777,2.18978661713109 41.4582189838405,2.19170557930222 41.4565547460865,2.19810606990548 41.4519809185416,2.20131894174536 41.4490097970721,2.19679064866429 41.4474600586403,2.19693609069632 41.447923564818,2.196241249276 41.4477068204373,2.194216758675 41.4476223039521,2.19279400807877 41.4469500097018,2.19230554239643 41.446882115846,2.18952370873152 41.4468027345871,2.18951791231769 41.4469473953191,2.18770970394243 41.4469633155855,2.18871151290587 41.4501101084808,2.1889115084959 41.4532459368187,2.18867503754984 41.4552626800081,2.18789086854425 41.4569069175713,2.18879081517457 41.4573040864744,2.18807146462098 41.458318005722,2.18771900349416 41.4592330567285,2.18740092305373 41.4620819917512,2.18764133631579 41.4621195915646)));57
MULTIPOLYGON (((2.19664204154283 41.4425658926211,2.19559727742535 41.4424896948721,2.19720090904239 41.4476056766516,2.20131894174536 41.4490097970721,2.20331823588981 41.4469895550558,2.19930053057325 41.4450384840944,2.19971284319205 41.4428101493181,2.19664204154283 41.4425658926211)));58
MULTIPOLYGON (((2.2095454540807 41.4332364159596,2.20804140014849 41.4331309170784,2.20647077344359 41.4326407175395,2.20617120641848 41.4322712278826,2.20648306934444 41.4310807116281,2.20667264342691 41.4305809974627,2.20681541082855 41.4305585570964,2.20654029950123 41.4302424042973,2.20780399144032 41.4296240518509,2.20659574205062 41.4282290572249,2.207297322632 41.4279111950286,2.20702418038733 41.4275836245619,2.20235683803717 41.4297121424032,2.20110476969172 41.4300872891493,2.19990053996878 41.4301619600511,2.19868672682505 41.4299446524698,2.19757117754955 41.4292096457796,2.19721459626432 41.4287483967363,2.19642530542464 41.4266616523896,2.19592877656377 41.4269180293574,2.19620648841724 41.4276902714575,2.19638729887899 41.4292383217358,2.19627247619334 41.4309451073472,2.19547292745231 41.4326523301875,2.19405167782417 41.4346959096076,2.19418701497645 41.4351143617061,2.19406559792568 41.4363661438122,2.19420438744173 41.4375010447736,2.19559727742535 41.4424896948721,2.19971284319205 41.4428101493181,2.19930053057325 41.4450384840944,2.20331823588981 41.4469895550558,2.20629802964981 41.4438076473896,2.20719406163752 41.4425765423178,2.20795155984578 41.4411847986481,2.20962705071067 41.435759319918,2.21075918801508 41.4334302935959,2.2095454540807 41.4332364159596)));59
MULTIPOLYGON (((2.19693609069632 41.447923564818,2.19679064866429 41.4474600586403,2.19720090904239 41.4476056766516,2.19458011017162 41.4390632509207,2.19407183716765 41.436569080146,2.19418701497645 41.4351143617061,2.19405167782417 41.4346959096076,2.19547292745231 41.4326523301875,2.19631484187907 41.4307279814675,2.19640583083628 41.4298797007697,2.19627324923876 41.4280548372496,2.19592877656377 41.4269180293574,2.19395316808972 41.4278564592086,2.19391464781317 41.4281968530504,2.1924284139129 41.4278757131756,2.19043957117196 41.4277200838027,2.18889657651513 41.4280550206634,2.18771056691962 41.4286024729344,2.18417438828149 41.4286457434652,2.18278652890538 41.4306365061798,2.18275152914636 41.4317466235128,2.18770970394243 41.4469633155855,2.18951791231769 41.4469473953191,2.18952370873152 41.4468027345871,2.19230554239643 41.446882115846,2.19279400807877 41.4469500097018,2.194216758675 41.4476223039521,2.196241249276 41.4477068204373,2.19693609069632 41.447923564818)));60
MULTIPOLYGON (((2.1847809229615 41.4286502006876,2.18771056691962 41.4286024729344,2.18889657651513 41.4280550206634,2.19043957117196 41.4277200838027,2.1924284139129 41.4278757131756,2.19391464781317 41.4281968530504,2.19395316808972 41.4278564592086,2.19654796291949 41.4265871941137,2.19589021766775 41.4244240556904,2.19560446887931 41.4226504461593,2.19548735561829 41.4223437247876,2.19521868747176 41.422391347127,2.19324703172947 41.4166401496311,2.19354346227856 41.4153970167892,2.19241438464883 41.4145453757844,2.19110899978891 41.4155427086446,2.1914339155841 41.4169407751463,2.18393799364645 41.4226588603811,2.18420459420915 41.4247192977178,2.18437364591892 41.4283500365255,2.18417438828149 41.4286457434652,2.1847809229615 41.4286502006876)));61
MULTIPOLYGON (((2.18083341937528 41.4194610901109,2.18072559639342 41.4193814565876,2.18083481146024 41.4200338332966,2.18065825494091 41.4204816674263,2.17606401772095 41.4254504870548,2.17730345142297 41.4254876800269,2.17729189639976 41.4281738897417,2.17944334032019 41.4278364062458,2.1842983674861 41.4276444580084,2.18392657418663 41.4217587268748,2.18083341937528 41.4194610901109)));62
MULTIPOLYGON (((2.18900128046803 41.4188099250496,2.1914339155841 41.4169407751463,2.19097748720155 41.4151683728267,2.18903398431547 41.413677502006,2.18336097263439 41.4179504469696,2.18048442820549 41.4158317842106,2.18039493622204 41.4174821976441,2.18072559639342 41.4193814565876,2.18392657418663 41.4217587268748,2.18393799364645 41.4226588603811,2.18900128046803 41.4188099250496)));63
MULTIPOLYGON (((2.18453128620112 41.4069119885373,2.18338261212541 41.4060389003636,2.17546779012673 41.4120364385019,2.18336097263439 41.4179504469696,2.18690261255562 41.4152878285917,2.18686052485093 41.4086474530068,2.18453128620112 41.4069119885373)));64
MULTIPOLYGON (((2.19241438464883 41.4145453757844,2.19707976656826 41.4110373171104,2.18791316744566 41.4041586478195,2.18708959262709 41.4044350545886,2.18601479691343 41.4040480963583,2.18338261212541 41.4060389003636,2.18686052485093 41.4086474530068,2.18690261255562 41.4152878285917,2.18903398431547 41.413677502006,2.19097748720155 41.4151683728267,2.19110899978891 41.4155427086446,2.19241438464883 41.4145453757844)));65
MULTIPOLYGON (((2.19379109822626 41.4050085776612,2.19733440993285 41.4023201783439,2.19388001311825 41.3980937059781,2.19603534502764 41.3964620256893,2.1878952976392 41.3905406766686,2.18676972469857 41.39139260185,2.18458563576032 41.3897555316124,2.1823809538848 41.3914201329726,2.18673169464624 41.3946394526845,2.18666370661904 41.3948306229723,2.18686548933686 41.3949683714104,2.18689547376784 41.4016563545293,2.18452702216252 41.4034515069343,2.18566931022075 41.4043058212446,2.18601479691343 41.4040480963583,2.18708959262709 41.4044350545886,2.18791316744566 41.4041586478195,2.19142570075101 41.4067995302854,2.19379109822626 41.4050085776612)));66
MULTIPOLYGON (((2.19980685148805 41.3936217766379,2.20090323183139 41.3944564647335,2.2043390547532 41.3918192725359,2.2046541338866 41.3920598725541,2.20627096950557 41.3907748000606,2.2061420488655 41.3906787102361,2.20482252147794 41.3916833819656,2.20456739303769 41.3914930579454,2.20589054029009 41.3904911046371,2.20575919371668 41.3903919801208,2.20474685207097 41.3911114682478,2.20442077126716 41.3910806449572,2.20299596401312 41.3904978346123,2.2020748877311 41.3897953951988,2.20149176336956 41.3886539933667,2.20283307582875 41.3876536185574,2.20338987901665 41.3881590764536,2.20305455031228 41.3878397933509,2.20362065517595 41.3874165807677,2.20278386888109 41.3861732969952,2.20165813040054 41.384984110375,2.20051159125621 41.3840835492906,2.19951019539056 41.3836548503822,2.19977905295953 41.3835990587753,2.20059415403682 41.3839748886656,2.20054380302786 41.3837346684707,2.19977645510147 41.3833524687222,2.19940284920506 41.3833626695918,2.19885976379714 41.3836610381006,2.20003375773714 41.3841058366712,2.20074957172156 41.384581517112,2.20274527183055 41.3866080928495,2.20251518948217 41.3866482302861,2.20260335704796 41.3867154627425,2.20239724012807 41.386871406368,2.2012038310997 41.3859726046204,2.20140920082967 41.3858152635589,2.20117415377382 41.3856387329672,2.20098538336473 41.3857043662042,2.20112487874761 41.3855995594449,2.20083574549636 41.3853852443977,2.20019654867323 41.3858681101418,2.20196350776706 41.3871975842467,2.20045747728806 41.3883328675954,2.20022073243698 41.3883324112843,2.19831247301888 41.386895232226,2.19843023644614 41.3868084995668,2.19831328140516 41.3867184292609,2.19948901124741 41.3858323572306,2.19928790833487 41.3856795595638,2.19942212983813 41.3855797984165,2.19958841930261 41.3857011606428,2.19998610223271 41.3851923981303,2.19972219744978 41.3849874244403,2.19641967390901 41.3874657054012,2.19594940573444 41.3875382707175,2.19575454504945 41.3878524539404,2.19357272100577 41.3862395055196,2.1878952976392 41.3905406766686,2.19603534502764 41.3964620256893,2.19980685148805 41.3936217766379)));67
MULTIPOLYGON (((2.20921276839342 41.3964255107591,2.20996765635372 41.3959384235459,2.21009078294612 41.396029965498,2.21144831503472 41.3948385761153,2.21131765344797 41.3947417325714,2.21006507837618 41.3956457773145,2.20890361970608 41.395247118524,2.2082025727095 41.3947949294072,2.20703001383172 41.3936182380451,2.20547482139951 41.3914438438638,2.2046541338866 41.3920598725541,2.2043390547532 41.3918192725359,2.20090323183139 41.3944564647335,2.19988402778935 41.3935621215523,2.19388001311825 41.3980937059781,2.19733440993285 41.4023201783439,2.19363689232204 41.4051248925374,2.20380777253471 41.4076783516196,2.21000884268364 41.4029638967254,2.20687765507112 41.400412229793,2.21081659510629 41.3976563558988,2.21044715624869 41.3971525266086,2.20935744231798 41.396682093907,2.20910909647776 41.3965001315841,2.20921276839342 41.3964255107591)));68
MULTIPOLYGON (((2.21302550495706 41.4109346825695,2.21398882169858 41.4102100786359,2.21892711507549 41.4114084768234,2.21920640989797 41.4111095756239,2.21897434052633 41.4108614862589,2.22072105414457 41.4099395968973,2.22063608956689 41.4098471756151,2.22108103424078 41.4091967916985,2.22019610681617 41.4079638670445,2.21871287343845 41.4066630452269,2.21940990411424 41.4062959496317,2.22027658310099 41.4055439716288,2.22008188745705 41.4053384971198,2.22030727714536 41.405153020977,2.21849395456125 41.4043826556253,2.21715119540235 41.4029397857174,2.21894712496855 41.4015144930598,2.21734078314594 41.4025928185402,2.21614789374712 41.4019505068411,2.21529500203416 41.4010493745803,2.21456196484763 41.3997439686902,2.21563935350727 41.3989843923514,2.21567343164504 41.3987966380165,2.21533704154547 41.3988563611258,2.21558776001818 41.3985952766808,2.21514992337024 41.3987438692242,2.21439889337949 41.3993521278663,2.21363563652672 41.3991385974078,2.21211856184306 41.3979540277107,2.21111235107355 41.396776688771,2.21073530046668 41.3960269815325,2.21184876936991 41.395134208073,2.21171786889122 41.3950382280708,2.21112724812 41.3954071902157,2.21091156943437 41.3952452785364,2.2109333257504 41.3953890993214,2.21009078294612 41.396029965498,2.20996765635372 41.3959384235459,2.20910909647776 41.3965001315841,2.21044715624869 41.3971525266086,2.21081659510629 41.3976563558988,2.20687765507112 41.400412229793,2.21000884268364 41.4029638967254,2.20380777253471 41.4076783516196,2.20777381234218 41.4086726646475,2.21189708445144 41.4117980715448,2.21302550495706 41.4109346825695)));69
MULTIPOLYGON (((2.21127890463619 41.4216709769359,2.21378684511577 41.4199997285445,2.21402112669231 41.4201726451439,2.21632111370544 41.4184373864663,2.21609319329862 41.4182666688282,2.21779198857057 41.4169890829104,2.21819362453998 41.4172936948889,2.22044276739868 41.4141666239375,2.2213682692804 41.4135137946164,2.22113285801634 41.4132525901753,2.22182523749175 41.4122654429959,2.22728651623679 41.4104903426955,2.22674689352815 41.4096568066487,2.2267923145027 41.409361588695,2.22641735409059 41.4088958218696,2.22653310946743 41.4085771583627,2.2262566609791 41.4084378452254,2.22641105851255 41.4086479023339,2.22635689810291 41.4089038373769,2.22589715814614 41.4080454385506,2.2260790864296 41.4078882926744,2.22583754353587 41.4077609140447,2.22582849816438 41.407943363035,2.22542655565683 41.4073199242949,2.22574565880096 41.4070967315988,2.22597248844729 41.4071460425677,2.22689094234912 41.4082521589846,2.22705256869839 41.4082753141776,2.2269801208868 41.4084109568018,2.22750334685126 41.4094089703377,2.22788593354564 41.4096155401514,2.22800243631763 41.4089866531396,2.22747779340216 41.4081533343182,2.22691669585141 41.4081143822569,2.22702130345791 41.4078890149949,2.22690395985855 41.4076122819735,2.22674103628834 41.4078761605958,2.2264871054713 41.4076915925526,2.22651132923073 41.4071340923604,2.22622814249988 41.4073594194082,2.22605308940006 41.4071824796469,2.22616112432061 41.4072128680012,2.2260360580467 41.4069410632759,2.22620766904934 41.4068182653996,2.22609475994287 41.4066219802651,2.22565538444908 41.406733374196,2.22502405460989 41.4073355243162,2.22477888404002 41.406937052862,2.22569142306015 41.4063290630462,2.22574692411111 41.4059854222176,2.22550019010272 41.4059552978997,2.2251108618203 41.4063200715599,2.22468607083831 41.4064702138885,2.22432768134561 41.4061669569143,2.22393531626005 41.4063202668309,2.22343333228621 41.406179383967,2.22268001876461 41.4053934425326,2.22226915128987 41.4053430784684,2.22188648322432 41.405063277317,2.22175071173471 41.4051480293392,2.22181741168116 41.405315335366,2.22152094928763 41.4055336073018,2.22097145357911 41.4051402372454,2.22213272232148 41.4040818090029,2.22237215668215 41.4041980578393,2.22286146027503 41.404979972017,2.22338712736038 41.4052872001769,2.22246202877365 41.4038049627259,2.22200089012338 41.4034949086299,2.22215302862705 41.4038762249065,2.22030727714536 41.405153020977,2.22008188745705 41.4053384971198,2.22027658310099 41.4055439716288,2.21940990411424 41.4062959496317,2.21871287343845 41.4066630452269,2.22019610681617 41.4079638670445,2.22108103424078 41.4091967916985,2.22063608956689 41.4098471756151,2.22072105414457 41.4099395968973,2.21897434052633 41.4108614862589,2.21920640989797 41.4111095756239,2.21892711507549 41.4114084768234,2.21398882169858 41.4102100786359,2.20727265380254 41.4152983149428,2.20982659330987 41.4184713558446,2.20841877428519 41.4195298653339,2.21127890463619 41.4216709769359)));70
MULTIPOLYGON (((2.19552358028045 41.4055996724388,2.19363689232204 41.4051248925374,2.19142570075101 41.4067995302854,2.20841877428519 41.4195298653339,2.20982659330987 41.4184713558446,2.20727265380254 41.4152983149428,2.21189708445144 41.4117980715448,2.20777381234218 41.4086726646475,2.19552358028045 41.4055996724388)));71
MULTIPOLYGON (((2.19715030830022 41.4110900527721,2.19241438464883 41.4145453757844,2.19354346227856 41.4153970167892,2.19324703172947 41.4166401496311,2.19521868747176 41.422391347127,2.19880268803982 41.4217503691041,2.20503186416805 41.4169932922146,2.19715030830022 41.4110900527721)));72
MULTIPOLYGON (((2.20736412229936 41.4271112975002,2.20697602258004 41.4266497063487,2.20676111413068 41.4267523527971,2.20606707183868 41.4256125099141,2.20729875150889 41.4251833269481,2.20805838923542 41.4245719589586,2.20908724413315 41.4253447332039,2.20959916090763 41.4243438795051,2.21094943968434 41.4234691205384,2.21132256857112 41.4225652972487,2.21181507171036 41.4220722681314,2.20503186416805 41.4169932922146,2.19880268803982 41.4217503691041,2.19548735561829 41.4223437247876,2.19589021766775 41.4244240556904,2.19654796291949 41.4265871941137,2.19642530542464 41.4266616523896,2.19721459626432 41.4287483967363,2.19757117754955 41.4292096457796,2.19868672682505 41.4299446524698,2.2002349044865 41.4301763009286,2.20194590796638 41.4298605276899,2.20702418038733 41.4275836245619,2.20683845517064 41.4273608886683,2.20736412229936 41.4271112975002)));73
